"Table 2. Gene expression data: 48 SLE, 42 Control"																																																																																																																																																																																												
			"Ctrl 1"		"Ctrl 2"		"Ctrl 3"		"Ctrl 4"		"Ctrl 5"		"Ctrl 6"		"Ctrl 7"		"Ctrl 8"		"Ctrl 9"		"Ctrl 10"		"Ctrl 11"		"Ctrl 12"		"Ctrl 13"		"Ctrl 14"		"Ctrl 15"		"Ctrl 16"		"Ctrl 17"		"Ctrl 18"		"Ctrl 19"		"Ctrl 20"		"Ctrl 21"		"Ctrl 22"		"Ctrl 23"		"Ctrl 24"		"Ctrl 25"		"Ctrl 26"		"Ctrl 27"		"Ctrl 28"		"Ctrl 29"		"Ctrl 30"		"Ctrl 31"		"Ctrl 32"		"Ctrl 33"		"Ctrl 34"		"Ctrl 35"		"Ctrl 36"		"Ctrl 37"		"Ctrl 38"		"Ctrl 39"		"Ctrl 40"		"Ctrl 41"		"Ctrl 42"		"SLE 1"		"SLE 2"		"SLE 3"		"SLE 4"		"SLE 5"		"SLE 6"		"SLE 7"		"SLE 8"		"SLE 9"		"SLE 10"		"SLE 11"		"SLE 12"		"SLE 13"		"SLE 14"		"SLE 15"		"SLE 16"		"SLE 17"		"SLE 18"		"SLE 19"		"SLE 20"		"SLE 21"		"SLE 22"		"SLE 23"		"SLE 24"		"SLE 25"		"SLE 26"		"SLE 27"		"SLE 28"		"SLE 29"		"SLE 30"		"SLE 31"		"SLE 32"		"SLE 33"		"SLE 34"		"SLE 35"		"SLE 36"		"SLE 37"		"SLE 38"		"SLE 39"		"SLE 40"		"SLE 41"		"SLE 42"		"SLE 43"		"SLE 44"		"SLE 45"		"SLE 46"		"SLE 47"		"SLE 48"							
"38129_at"	"L13943"	"Glycerol kinase"	551.3	"P"	455.6	"A"	625.6	"P"	869.4	"P"	527.3	"P"	496	"P"	709.3	"P"	565.2	"P"	483.7	"P"	377.1	"P"	442.2	"P"	471.6	"P"	225.5	"P"	636	"P"	612.9	"P"	472.9	"A"	125.9	"A"	241.1	"P"	158.3	"A"	462	"P"	544.6	"P"	575.3	"P"	465.7	"P"	339.7	"A"	348	"M"	424.8	"P"	303.1	"A"	541.2	"P"	515.6	"P"	559.2	"P"	350.2	"P"	295.3	"P"	491.8	"P"	273.9	"P"	559	"P"	522	"P"	527.5	"P"	520.9	"P"	266.6	"A"	428.8	"P"	377.6	"P"	466.1	"P"	876.4	"P"	923	"P"	621	"P"	526.9	"P"	637.3	"P"	888	"P"	1407.1	"P"	602.5	"P"	717.9	"P"	800.4	"P"	1538.6	"P"	1192.2	"P"	626.6	"P"	1326.1	"P"	537.8	"P"	681	"P"	599.7	"A"	495.3	"P"	921.5	"P"	1857.4	"P"	659.7	"P"	536	"A"	573.7	"P"	437.1	"P"	444.4	"P"	661.1	"P"	748.9	"P"	1241.3	"P"	605.1	"P"	487.3	"P"	250.4	"A"	395.8	"A"	139.3	"A"	2193.3	"P"	909.9	"P"	271.1	"A"	582.7	"P"	934.7	"P"	229.4	"P"	991.8	"P"	697.2	"P"	566	"P"	778.2	"P"	1039.6	"P"	384.3	"P"	815.3	"A"	509.6	"P"	669.7	"P"	375	644	1.72	0.0002831976		
"38130_s_at"	"X78711"	"Glycerol kinase"	239.7	"M"	112.2	"P"	111.9	"P"	241	"P"	99.8	"A"	154.4	"A"	149.6	"A"	25.9	"A"	88.1	"A"	106.8	"A"	123.2	"A"	49.1	"A"	21.2	"A"	144.4	"A"	92.3	"A"	-39.9	"A"	-18.4	"A"	57.8	"A"	-152.8	"A"	219.4	"P"	161.4	"A"	36.2	"A"	44.2	"A"	-31.3	"A"	-144.9	"A"	-22.5	"A"	-279.1	"A"	202.2	"P"	61.3	"A"	188.6	"P"	63	"A"	12.9	"A"	63.6	"A"	-90.8	"A"	13.4	"A"	60.5	"A"	131.4	"A"	67.1	"A"	39	"A"	-29.7	"A"	42.4	"A"	88.9	"A"	334.1	"P"	295	"P"	147	"P"	198.6	"P"	123.8	"P"	361	"P"	477.5	"P"	24.7	"A"	152.4	"P"	194.4	"P"	237.7	"P"	430.9	"P"	210.8	"P"	629	"P"	238.9	"P"	14.3	"A"	122.3	"P"	212.6	"A"	403.1	"A"	722	"P"	85.3	"A"	133.9	"A"	206.3	"P"	88.1	"A"	74.5	"A"	157.8	"P"	125.5	"A"	478.7	"P"	64.4	"A"	36.9	"A"	-54	"A"	160.7	"M"	121.6	"M"	801.3	"P"	272	"A"	34.9	"A"	61.5	"A"	230.8	"P"	-125.9	"A"	172.8	"A"	92.2	"P"	40.8	"A"	192.1	"P"	306.4	"P"	46	"A"	-70.6	"A"	100.5	"A"	151.1	"P"	39	142	3.65	0.0004862189		
"38207_at"	"AW006742"	"IMAGE-2489058"	1122.8	"P"	361.8	"P"	1446	"P"	976.9	"P"	491.2	"P"	1138.9	"P"	1781	"P"	1486.8	"P"	311.2	"P"	1136.2	"P"	238	"P"	148.5	"P"	102.6	"A"	170.1	"A"	863	"P"	450.1	"P"	95.5	"A"	364.4	"A"	-99.2	"A"	519	"P"	229.5	"P"	254.4	"P"	-40.4	"A"	-160.8	"A"	-251.4	"A"	137.7	"A"	-172.8	"A"	210.1	"A"	65.9	"A"	9.7	"A"	111.3	"A"	218.1	"P"	348.2	"P"	50.7	"A"	-206	"A"	173.6	"P"	136.6	"P"	56.1	"A"	-10.7	"A"	-12	"A"	-23.1	"A"	186.7	"P"	1943.8	"P"	2514	"P"	1517.9	"P"	1001.1	"P"	1025.3	"P"	2490.7	"P"	1695.9	"P"	1085.8	"P"	1495.4	"P"	1335.8	"P"	239.3	"P"	1568.2	"P"	525.6	"P"	2339.8	"P"	459.1	"P"	1294.6	"P"	247.2	"A"	202.1	"P"	-25.1	"A"	1058.7	"P"	1072.6	"P"	1367.4	"P"	425.1	"P"	743.5	"P"	803.8	"P"	490.5	"P"	548.9	"P"	741.8	"P"	208	"P"	887.5	"P"	680.5	"P"	-60.2	"A"	90.3	"P"	1167.6	"P"	760.8	"P"	321.8	"P"	314.9	"P"	113.2	"P"	486.2	"P"	263.2	"P"	125.3	"P"	246.7	"P"	262.8	"P"	1437.1	"P"	485.5	"P"	345.7	"A"	213.8	"P"	471.8	"P"	130	506	3.89	5.70755786576467E-006		
"38286_at"	"AB028994"	"KIAA1071 protein"	247.3	"P"	718.6	"P"	411.4	"A"	353.9	"P"	417.8	"P"	388.2	"P"	344.8	"A"	379	"P"	390.9	"P"	343.2	"P"	232.2	"A"	347	"P"	262	"A"	780.3	"M"	112.5	"A"	552.2	"A"	890.3	"A"	378.8	"P"	1015.5	"P"	358	"P"	306.1	"P"	205.4	"A"	444.3	"P"	921	"A"	833.4	"P"	238	"A"	509.2	"A"	403.9	"P"	538.4	"P"	389.4	"P"	719.4	"A"	349.1	"P"	222.6	"P"	149.8	"A"	405.2	"P"	288.1	"P"	283.7	"P"	449.7	"P"	270.8	"A"	568.9	"P"	395.7	"P"	328.7	"P"	211.3	"A"	98	"A"	112.3	"A"	325.6	"P"	179.6	"A"	189.5	"P"	195.3	"P"	406.2	"A"	326.3	"M"	212.6	"P"	87.2	"A"	217.9	"A"	320.9	"P"	286.3	"P"	259.3	"P"	819.7	"A"	302.2	"A"	598.2	"P"	637.5	"A"	240.5	"A"	276.8	"P"	369.8	"A"	188.4	"A"	264.3	"A"	412.4	"P"	239.1	"A"	267.8	"M"	308.9	"A"	568.3	"A"	253.4	"P"	251.2	"A"	845.7	"A"	634.1	"P"	845.1	"A"	298.7	"A"	367.3	"P"	326.6	"P"	81.7	"A"	315.9	"A"	90.3	"A"	73	"A"	167	"A"	96.1	"P"	142.6	"P"	292.8	"P"	695.5	"A"	291.6	"P"	233.5	"A"	291	135	0.46	0.0007954706		
"38331_at"	"Y07566"	"Ric-like, expressed in many tissues (Drosophila)"	929	"P"	1561	"P"	1219.8	"P"	1399.8	"P"	1221.8	"P"	824.5	"P"	896.8	"P"	1072.4	"P"	1109.1	"P"	1117.2	"P"	1002	"P"	1198.2	"P"	960.1	"P"	1479.1	"P"	1329	"P"	821.3	"P"	984.5	"P"	889.6	"P"	174.1	"A"	816	"P"	1057	"P"	1039.3	"P"	986.3	"P"	588.4	"P"	726.5	"P"	887.3	"P"	-94.6	"A"	1185.6	"P"	1100.3	"P"	1069.1	"P"	826.1	"P"	1148.8	"P"	935	"P"	562.5	"P"	1101.2	"P"	1065.8	"P"	1105.3	"P"	1326	"P"	1018.4	"P"	879.1	"P"	1663.6	"P"	1470.1	"P"	1139.3	"P"	1800	"P"	1533.3	"P"	895.7	"P"	1105.3	"P"	1779.2	"P"	1793.9	"P"	851.4	"P"	1726	"P"	1452.9	"P"	2532.1	"P"	2541.5	"P"	1587.8	"P"	2846.7	"P"	1378	"P"	1371	"P"	1675.6	"P"	675.8	"P"	884.3	"P"	2675.1	"P"	1425.1	"P"	3504.9	"P"	1612	"P"	2132.7	"P"	954.3	"P"	873.3	"P"	1501.3	"P"	1544.7	"P"	934.5	"P"	1902.6	"P"	1812.6	"P"	309.1	"A"	733.1	"P"	2206.5	"P"	1214.1	"P"	1811.6	"P"	822.2	"P"	994.3	"P"	2638.8	"P"	1398.8	"P"	1196.6	"P"	3547.3	"P"	1855.4	"P"	1914.8	"P"	636.5	"P"	1161.3	"P"	1326.9	"P"	1622.4	"P"	976	1523	1.56	1.01695156467107E-005		
"38432_at"	"AA203213"	"Interferon-stimulated protein, 15 kDa"	2954.7	"P"	2396.5	"P"	1498	"P"	2146.7	"P"	5165.9	"P"	1490.7	"P"	2159.3	"P"	1336.6	"P"	1775.7	"P"	1251.3	"P"	6776.3	"P"	4011.9	"P"	4298	"P"	1650.2	"P"	3277.7	"P"	1418.6	"A"	2451.2	"A"	2012	"P"	3937.4	"P"	3607.3	"A"	3121.7	"P"	1544.3	"P"	4135.9	"P"	4470.8	"P"	5762.8	"P"	1824.3	"P"	1714.4	"P"	3205.5	"P"	3050.5	"P"	4002.5	"P"	2018.6	"P"	3536.8	"P"	1463.7	"P"	5058.7	"P"	2114.7	"P"	1766.8	"P"	2986.8	"P"	4454.5	"P"	2344.6	"P"	2701.9	"P"	2515.4	"P"	4019.5	"P"	1951.1	"P"	7903	"P"	10068.6	"P"	3125.1	"P"	4885.5	"P"	3417.7	"P"	2353.9	"P"	1837.8	"P"	754.6	"P"	3594.7	"P"	1684.9	"P"	10723.2	"P"	713.8	"P"	14992.9	"P"	17728.2	"P"	9919.1	"P"	3368	"P"	13444	"P"	52041.4	"P"	13287.7	"P"	9321.1	"P"	1245	"A"	7981.5	"P"	7611	"P"	5706	"P"	4925.5	"P"	14436.6	"P"	1917.7	"P"	6370.7	"P"	3656.2	"P"	1915.8	"P"	1731.5	"A"	21582	"P"	33437.8	"P"	664.1	"A"	1532.4	"P"	5256.1	"P"	17496.1	"P"	30616.5	"P"	1008.5	"A"	1406.3	"P"	3916.2	"P"	922	"P"	11943.2	"P"	1078.6	"A"	444.8	"A"	1718.1	"P"	1399.9	"P"	2930	8032	2.74	0.0009976385		
"38467_at"	"U96721"	"Hermansky-Pudlak syndrome"	196.5	"A"	707.8	"A"	448.9	"A"	297	"A"	308.5	"A"	270.7	"A"	524.6	"A"	631.8	"A"	560	"P"	715.7	"P"	657.1	"A"	689.4	"A"	1066.6	"P"	60.5	"A"	820.3	"A"	659.4	"A"	678.9	"A"	742.9	"A"	998.4	"A"	766.4	"A"	556.2	"P"	677.8	"A"	460	"A"	657	"A"	317.6	"A"	642.7	"A"	914.3	"P"	249.6	"A"	406.1	"A"	497	"A"	716.8	"A"	333.9	"A"	771.5	"A"	999	"A"	389.3	"A"	701.1	"A"	633.2	"A"	647.5	"A"	438.7	"A"	283	"A"	345.3	"A"	539.6	"A"	563.6	"A"	750	"P"	1011.6	"A"	562.5	"A"	806.4	"P"	997.8	"A"	670	"P"	68	"A"	733.7	"A"	828.5	"A"	1173.9	"P"	1237.7	"P"	652.3	"A"	690.2	"A"	733.4	"A"	1702.7	"A"	874.3	"P"	557.4	"A"	279.8	"A"	1447.6	"P"	659.5	"A"	1239.3	"P"	328.9	"P"	934.9	"P"	554.7	"A"	603.3	"A"	933.1	"A"	740.8	"P"	1186.6	"A"	1430.3	"P"	763.3	"A"	905.5	"A"	371.9	"A"	965.3	"A"	1074	"P"	1302.7	"A"	547.4	"A"	1311.9	"P"	1874.1	"P"	1417	"P"	1266.7	"P"	1255.2	"P"	860.2	"P"	697.9	"P"	609.9	"P"	847.2	"A"	317.2	"A"	1182.6	"P"	98	470	4.78	8.56682015292494E-005		
"38580_at"	"U43083"	"Guanine nucleotide binding protein (G protein), q polypeptide"	943.9	"P"	17.5	"A"	960.6	"P"	947	"P"	858.2	"P"	33.2	"A"	911.8	"P"	877.7	"P"	679.3	"P"	754.1	"P"	1672.3	"P"	1808	"P"	1288.5	"P"	2062.6	"P"	2020.7	"P"	1982.8	"P"	1978.8	"P"	792.4	"P"	494.7	"P"	883.1	"P"	1911	"P"	1506	"P"	931.4	"P"	475.6	"A"	1106.5	"P"	1145	"P"	972.9	"A"	1463.8	"P"	1439.8	"P"	1177.6	"P"	577	"P"	1002.2	"P"	1360.2	"P"	273.4	"P"	958.5	"P"	1068	"P"	1625.7	"P"	373.5	"P"	690.4	"P"	776.8	"P"	958.6	"P"	1124.8	"P"	888.5	"P"	1311	"P"	957.3	"P"	532.6	"P"	1289.8	"P"	1467.5	"P"	1331.2	"P"	722.2	"P"	1091.7	"P"	1138.9	"P"	858.5	"P"	2409	"P"	1591	"P"	1592.3	"P"	1591.5	"P"	2050.9	"P"	1314.9	"P"	1147.4	"P"	2222.8	"P"	1766	"P"	1535.9	"P"	1960.3	"P"	1849.5	"P"	2250.3	"P"	1926.5	"P"	1530.2	"P"	2206.6	"P"	2354	"P"	1935.8	"P"	1993.4	"P"	1948.3	"P"	950	"P"	1089.4	"P"	2099.2	"P"	2627	"P"	1409.7	"P"	2322.4	"P"	2200.9	"P"	1608.8	"P"	1310.6	"P"	1307.8	"P"	1097.6	"P"	1616.3	"P"	1688.4	"P"	1160.6	"P"	1685.7	"P"	1759.4	"P"	1358.4	"P"	1138	1735	1.52	4.64642486004031E-007		
"38598_at"	"AI679353"	"Solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1"	583.9	"P"	2161.8	"P"	1346.6	"P"	1322.6	"P"	205.9	"P"	1252.2	"P"	246.8	"P"	1336.6	"P"	815.3	"P"	1688.2	"P"	346.8	"P"	644.2	"P"	-121.8	"A"	622.6	"A"	1036.1	"P"	747.4	"P"	-10.3	"P"	486.6	"P"	116.4	"A"	-157.8	"A"	368.2	"P"	284.6	"P"	433.1	"P"	13.8	"A"	340.7	"A"	86.2	"P"	661.7	"P"	-63.3	"P"	141.4	"A"	104.7	"P"	437.3	"P"	347.7	"P"	787.7	"P"	205.6	"P"	-61.2	"A"	495.1	"P"	-11	"P"	57.2	"P"	-182	"A"	31.8	"P"	-129.6	"A"	100.1	"P"	1150.4	"P"	5264	"P"	3410.4	"P"	616.2	"P"	2105.7	"P"	3602.1	"P"	4019.2	"P"	154.9	"P"	3407.3	"P"	3067.5	"P"	3703.8	"P"	1795.3	"P"	894.1	"P"	696.2	"P"	439.9	"P"	1211.2	"P"	143.3	"P"	670.1	"P"	50.9	"A"	1338	"P"	247.1	"A"	1180.1	"P"	106.9	"P"	145.3	"P"	711.7	"P"	472.6	"P"	-14.6	"P"	1801.1	"P"	695.5	"P"	73	"A"	822.6	"P"	427.3	"P"	214	"P"	604.3	"P"	1599	"P"	280.5	"P"	454	"P"	578.5	"P"	-481.6	"P"	2111.5	"P"	642.6	"P"	3015	"P"	654.5	"P"	614.1	"P"	121.8	"P"	729.4	"P"	115.7	"P"	-69.3	"P"	247	672	2.72	0.000049042		
"38662_at"	"AL047596"	"Capicua homolog (Drosophila)"	1090.7	"P"	1599.5	"P"	1341.9	"P"	1263.8	"P"	3660.8	"P"	1121.5	"P"	1167	"P"	957.6	"P"	927	"P"	985.7	"P"	2651.3	"P"	2294	"P"	1346.4	"P"	832.6	"P"	1754.4	"P"	1853.8	"P"	1413.4	"P"	795.3	"P"	1100.2	"P"	1654.7	"P"	2198	"P"	1716.7	"P"	1555.6	"P"	715.5	"P"	2912.1	"P"	1536.6	"P"	534.4	"P"	1577.8	"P"	1246.5	"P"	1452.7	"P"	856.3	"P"	1832.1	"P"	1402.4	"P"	1157.7	"P"	1202	"P"	1225.7	"P"	1587.8	"P"	1618.4	"P"	1631.2	"P"	1753.4	"P"	1307.2	"P"	2220.2	"P"	1023.3	"P"	3278	"P"	5847.2	"P"	1619.4	"P"	1727.7	"P"	2177	"P"	1846.9	"P"	1190.7	"P"	985.6	"P"	1561.9	"P"	818.5	"P"	3288.3	"P"	1509.7	"P"	3368.5	"P"	4917.9	"P"	3297.6	"P"	752.9	"P"	1773.3	"P"	3944.7	"P"	2753.9	"P"	2445.1	"P"	1229	"P"	2678	"P"	4904.2	"P"	2626.1	"P"	3943.5	"P"	4204.8	"P"	1527.2	"P"	2674.1	"P"	2369.9	"P"	2939.6	"P"	798.1	"P"	4159.6	"P"	5653.4	"P"	1584.1	"P"	2242.9	"P"	3470.2	"P"	4449.3	"P"	7019.1	"P"	936.7	"P"	3215.1	"P"	3306	"P"	2863.9	"P"	4041.9	"P"	794.5	"P"	640.2	"P"	1422.3	"P"	1183.7	"P"	1528	2679	1.75	9.9071960275112E-006		
"38739_at"	"AF017257"	"v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)"	491.6	"P"	633	"P"	643.4	"P"	760.5	"P"	561	"P"	239.3	"P"	429.3	"P"	1048.6	"P"	553.4	"P"	624.1	"P"	429.4	"P"	456.7	"P"	364.8	"P"	357.8	"P"	752.3	"P"	324.6	"P"	362.3	"A"	465	"P"	35.8	"A"	425.1	"P"	588.7	"P"	463.3	"P"	727	"P"	651.8	"A"	432.8	"A"	528.6	"P"	520.5	"A"	575.4	"P"	492.1	"P"	519.6	"P"	401.2	"P"	429.7	"P"	363.9	"P"	1227.4	"P"	453	"P"	764.5	"P"	630.2	"P"	462.6	"P"	473.4	"P"	409.1	"P"	329	"P"	602.1	"P"	539.1	"P"	1613	"P"	1073.6	"P"	354.8	"P"	616.4	"P"	1865.3	"P"	935.4	"P"	312.1	"P"	777.4	"P"	628.6	"P"	1289.8	"P"	1087.7	"P"	638.1	"P"	659.7	"P"	508.1	"P"	1876.9	"P"	835.6	"P"	235.7	"A"	144	"A"	2660.4	"P"	218.3	"P"	4661.1	"P"	2185.7	"P"	1415.9	"P"	95.8	"A"	906.5	"P"	1021.7	"P"	712.8	"P"	1132.1	"P"	426.1	"P"	2110	"P"	283.3	"P"	619.6	"P"	596.1	"P"	773.3	"P"	574.5	"P"	2426.9	"P"	4097.7	"P"	971	"P"	558.6	"P"	2030.5	"P"	792.3	"P"	1172	"P"	559.4	"P"	708.6	"P"	473.9	"A"	610.8	"P"	525.9	"P"	441	994	2.26	0.0002582507		
"38748_at"	"U76421"	"Adenosine deaminase, RNA-specific, B1 (homolog of rat RED1)"	1928.4	"P"	565.7	"A"	1331.5	"P"	1297.6	"P"	1581.9	"P"	1851.8	"P"	1319.9	"P"	1079.1	"P"	1246.5	"P"	1438.9	"P"	633.6	"P"	779.2	"P"	777.7	"P"	866.9	"P"	319	"P"	326.9	"P"	48.5	"A"	299.9	"P"	386.1	"P"	593.7	"P"	724.8	"P"	834.1	"P"	690.6	"P"	534.6	"A"	1275.4	"P"	886.4	"P"	392.2	"A"	566	"P"	797.5	"P"	999.3	"P"	968.7	"P"	693.9	"P"	793.1	"P"	622.5	"P"	902.2	"P"	508.6	"P"	678.1	"P"	1337.1	"P"	884.5	"P"	1029.1	"P"	1167.2	"P"	644.2	"P"	1486.7	"P"	1373	"P"	874.9	"P"	1457.4	"P"	1138.4	"P"	1746.6	"P"	1188.6	"P"	1760.7	"P"	778.3	"P"	818.6	"P"	967.9	"P"	527.3	"P"	435.7	"P"	521.7	"P"	424	"P"	244.9	"A"	629.5	"P"	219.4	"P"	-43.4	"A"	334.6	"A"	819	"P"	287.3	"A"	211.3	"A"	440.3	"A"	745.7	"P"	846.5	"P"	508.7	"P"	187.2	"A"	512.5	"P"	920.9	"P"	428.4	"P"	362.7	"A"	541.6	"P"	621	"P"	42.3	"A"	502.2	"P"	549.2	"P"	513.7	"P"	311.6	"P"	199.9	"A"	390.1	"P"	275.2	"P"	428.9	"P"	336.5	"P"	426.9	"P"	402.9	"A"	775.8	"P"	617.9	"P"	689	441	0.64	0.0001988778		
"38868_at"	"U43774"	"Fc fragment of IgA, receptor for"	68.6	"A"	56.5	"A"	263.4	"A"	351.3	"A"	167.4	"A"	-91.5	"A"	353.9	"A"	168.4	"A"	84.8	"A"	14.5	"A"	138.8	"A"	-118	"A"	10.6	"A"	-203.4	"A"	226.8	"A"	361.4	"A"	1093.8	"A"	198.2	"A"	47.9	"A"	-37.1	"A"	75.9	"A"	377.4	"P"	54.5	"A"	526.5	"A"	14.5	"A"	97.5	"A"	296.1	"A"	513.8	"A"	330.2	"A"	111.5	"A"	168.8	"A"	260.6	"A"	12.8	"A"	-30.7	"A"	255.2	"A"	272.5	"A"	241.5	"A"	9.9	"A"	106.6	"A"	-78.8	"A"	-78	"A"	72	"A"	232.4	"A"	461	"M"	514.1	"A"	-21.6	"A"	10.5	"A"	278.3	"P"	592.6	"P"	73.4	"A"	109	"A"	214.9	"M"	373.3	"A"	606.5	"M"	380.7	"A"	1185.1	"P"	155.8	"A"	1132.6	"P"	1653.7	"P"	430.9	"P"	185.6	"A"	2565.6	"P"	468.7	"A"	1689.1	"P"	310.4	"A"	1589.9	"P"	-24.6	"A"	-19.3	"A"	574	"P"	720	"P"	-40.5	"A"	365.4	"P"	1536.1	"P"	31.8	"A"	147.4	"A"	429.6	"A"	1421.6	"P"	825.3	"P"	221.5	"M"	493.7	"P"	2555.4	"P"	2570.2	"P"	2345.9	"P"	6147.7	"P"	2063.1	"P"	403.2	"P"	107.8	"A"	217.7	"A"	391.3	"A"	463.2	"P"	29	757	26.56	4.63418315173985E-005		
"38917_at"	"X73617"	"T cell receptor delta locus"	1569.1	"P"	1221.3	"P"	2029	"P"	1188.7	"P"	1466.2	"P"	1086.6	"P"	2509.9	"P"	-15.6	"A"	855.3	"P"	1435.1	"P"	1074.7	"P"	1136.6	"P"	486	"P"	1933	"P"	1444.4	"P"	571.2	"P"	112.1	"A"	2150.1	"P"	1338.2	"P"	1543.6	"P"	2011	"P"	992.8	"P"	1408.6	"P"	1521.3	"P"	1257.7	"P"	2153.4	"P"	2636.7	"P"	1099.7	"P"	4133.8	"P"	1965.6	"P"	817.3	"P"	2831.6	"P"	2007.5	"P"	635.7	"P"	1523.7	"P"	1905.4	"P"	4026.3	"P"	4337.9	"P"	1693.2	"P"	3518.5	"P"	2241.3	"P"	1932.7	"P"	840.6	"P"	637	"P"	455.9	"P"	2963.5	"P"	671.9	"P"	1208.4	"P"	1344	"P"	2012.6	"P"	2122.8	"P"	435.1	"P"	47.8	"A"	706.3	"P"	1872.1	"P"	587	"P"	504	"P"	1048.2	"P"	745	"P"	729.1	"P"	103.1	"A"	724.2	"A"	2064.6	"P"	458.7	"P"	819.4	"P"	208.3	"A"	1710	"P"	921.9	"P"	859.6	"P"	178.9	"P"	733.4	"P"	1041	"P"	328.8	"A"	1723.2	"P"	1564	"P"	598	"P"	218.8	"A"	233.1	"P"	1029.4	"P"	811.9	"P"	-43.4	"A"	260.1	"P"	75.8	"A"	27	"A"	209	"P"	198.9	"P"	974.4	"P"	1385.7	"P"	1142.8	"P"	460	"P"	1822	895	0.49	0.000010626		
"39081_at"	"AI547258"	"Metallothionein 2A"	1880.5	"P"	1154	"A"	2006.3	"P"	1640.9	"P"	1448.4	"P"	1633.1	"A"	1577.2	"P"	1154.9	"P"	1438.4	"P"	1762	"P"	3454.5	"P"	2235.7	"P"	2419	"P"	2315.1	"P"	2811	"P"	2538.2	"P"	1676.3	"P"	2140.9	"P"	3367.6	"P"	2088.5	"P"	1978	"P"	3194.1	"P"	2387	"P"	2951.5	"P"	3262.1	"P"	1687.7	"P"	3107.5	"P"	2322.4	"P"	2291.9	"P"	2044.3	"P"	2437	"P"	1960.3	"P"	2011.9	"P"	2759.5	"P"	2093.8	"P"	2066.3	"P"	2210.8	"P"	3046.4	"P"	3707.7	"P"	4348.2	"P"	3035	"P"	2857.2	"P"	2046.6	"P"	6706	"P"	6381.5	"P"	1436.7	"P"	1811.5	"P"	2410.8	"P"	2202.5	"P"	1418.2	"P"	2447.4	"P"	2437.6	"P"	1026	"P"	5418.9	"P"	2043.4	"P"	4096.8	"P"	3980.2	"P"	11654.9	"P"	3934.9	"P"	3358.6	"P"	6127.1	"P"	8338.6	"P"	2636.4	"P"	4971.8	"P"	4444.6	"P"	3103.6	"P"	1927.1	"P"	2580.5	"P"	5352.2	"P"	6105.6	"P"	3311.2	"P"	3739.7	"P"	6708.9	"P"	2274.9	"P"	7144	"P"	6704.4	"P"	2238.5	"P"	3565.1	"P"	4479.1	"P"	17673.5	"P"	5761.2	"P"	7728.9	"P"	15634.9	"P"	7652.7	"P"	4715.7	"P"	11088.7	"P"	3511.7	"P"	5831.8	"P"	1267	"P"	3689.8	"P"	2584	5521	2.14	1.28542270350989E-006		
"39230_at"	"AL022318"	"Similar to APOBEC1"	760.1	"P"	804.6	"P"	887.1	"P"	2033	"P"	636.6	"P"	720.9	"P"	768.4	"P"	447.6	"P"	962.2	"P"	930.8	"P"	1286.8	"P"	1230.3	"P"	617.6	"P"	388.6	"M"	1624.9	"P"	547.5	"P"	805.5	"P"	1347.8	"P"	822.5	"P"	642.9	"P"	529.7	"P"	669	"P"	418.5	"P"	1826	"P"	554	"A"	421.2	"P"	2365.7	"P"	519	"P"	618	"P"	547	"P"	854.1	"P"	600.2	"P"	297.4	"A"	870.2	"P"	367	"P"	1176.7	"P"	517.6	"P"	1606.8	"P"	395.4	"P"	471.2	"P"	966.7	"P"	1136.6	"P"	603.3	"P"	1883	"P"	14206.4	"P"	721.7	"P"	1123.4	"P"	4360.6	"P"	3077.7	"P"	1383.3	"P"	947.5	"P"	971.4	"P"	1020.4	"P"	7412.8	"P"	518.1	"P"	1792.5	"P"	2632.1	"P"	2546.8	"P"	918.9	"P"	1036	"P"	5804.6	"P"	9492.7	"P"	1557.5	"P"	512.1	"M"	917.3	"P"	1357.1	"P"	1749.8	"P"	650	"P"	2576.6	"P"	1156.7	"P"	3569	"P"	540.8	"M"	521.7	"P"	824.8	"P"	715.3	"P"	13133.5	"P"	1063.8	"P"	765.4	"P"	545	"P"	12205.1	"P"	3210.3	"P"	1961.6	"P"	732.9	"P"	3301.2	"P"	1177.9	"P"	2026.2	"P"	656.2	"A"	1078.8	"A"	734.9	"P"	1509.9	"P"	819	2474	3.02	0.0009964229		
